name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
New Camera,"In order to further my dream in photography, I need to replace a camera that was broken a cpl yrs ago.",3500,29.95833333,41.237557,-80.818417,photography,fine art,0,0
Human Evolution (the movie),An ambitious Sci-Fi/Action film that will have a big-budget feel with stunning visuals & stunts starring a casting of up and comers.,1000,8,32.776475,-79.931051,film & video,science fiction,0,0
Tata & Nanaâ€™s Authentic Tamales,We bring the Holiday Tradition of Hot Fresh Homemade Tamales year round for everyone to enjoy. Inspired by our Grandma Marias recipes,3000,30,38.238247,-122.040244,food,events,0,0
"""Dare to Be Great"" Podcast",The Dare to Be Great Podcast consists of interviews with highly successful millennials who provide practical tips for life change.,41700,30,38.991673,-94.633568,journalism,audio,0,0
School of Fish: The Musical (BREAK KICKSTARTER),A musical about fish in high school set to the backdrop of World War II (and a BTS web-series to follow the producing journey),200000,30,42.360082,-71.05888,theater,musical,0,0
David Templeton | The Christmas Album,"Join me in making this long-awaited Christmas album. Click on the green bar that says ""Back this Project"" to get started.",22500,42.28298611,47.606209,-122.332071,music,classical music,0,0
SoundBridge - DAW with Integrated Virtual Collaboration,"Full-featured DAW with cloud-based virtual collaboration and storage. Comes with drum machine VST, effects suite and 1000+ samples.",20000,45,42.360082,-71.05888,technology,sound,0,0
From The Grave Album,Hey Fans/future fans. We are in need of some support to release our debut blacken doom metal album!,1200,30,49.895136,-97.138374,music,metal,0,0
The Side Effects of Cheap Tequila and Phish: The Musical,"The filmed and unedited Mexican adventures of a Phish fan, comedian and the Phamily he meets along the way. Viewers decide my outcome.",13000,30,21.161908,-86.851528,film & video,experimental,0,0
"Alphalyteblend: Light, Collapsible, Portable Blender","Enjoy life with fresh drinks at anywhere, anytime with Alphalyteblend.",5000,60,53.349805,-6.26031,technology,diy electronics,0,0
Wax by Lax Candle Co.,"Creating a mood, nostalgia or promoting a healthier lifestyle is what we are trying to achieve in every on of our hand poured candles.",2500,29.89368056,25.76168,-80.19179,crafts,candles,0,0
WELOVE Children Clothing Brand.,WELOVE - Sustainable and ethically produced and its only for little girls,5000,40.04166667,1.352083,103.819836,fashion,childrenswear,0,0
Wonderland Project by Charles Walker Band,"New Neo-funk Album with Music Video, Merch and Publicity",7500,30.04166667,43.038902,-87.906474,music,r&b,0,0
Hungry but in a hurry?,"Don't stress! We prepared a cookbook with more than 100 different tasty plates, you can get ready in less than 10-20 minutes!",4730,30,44.067829,12.569516,food,cookbooks,0,0
Envision Lab - Mankato's First CoWorking Space,"Envision Lab is a co-working space for the community to connect, collaborate and co-create a positive impact in our regional community.",35000,30,44.163578,-93.9994,design,interactive design,0,0
Dragon Wars Cartoon-Martial Arts,I am working on a cartoon project that i want to put on the web. i have many characters and groups designed.,3500,30.04166667,39.811503,-74.982944,comics,webcomics,0,0
SMARTPLANE- Customizable Drone Plane,"SMARTPLANE, UAV Aircraft with Application and Hardware Platform.",990000,60,55.676097,12.568337,technology,flight,0,0
aleaf and a drop of beauty,a laundry system that washes dries and folds clothes,1000000,59.95833333,51.020882,-114.16255,technology,robots,0,0
Strike Inn - Bowling coming summer of '19 to Fountain Inn SC,Strike Inn will be a sophisticated spin on your traditional bowling alley with comfortable seating and endless fun.,10000,29,34.737064,-82.254283,food,spaces,0,0
Texas Bold BBQ - Bringing our BBQ sauce to the market.,"This BBQ sauce is like an atom bomb of flavor exploding all over your taste buds.  This sauce is really, really, delicious!",2000,30,37.238756,-76.509673,food,farmer's markets,0,0
Dreaming of Photography,"What I want to create? Well that's easy, I want to create photographs that can awe, inspire and show the beauty of nature and people.",1500,60,43.073052,-89.40123,photography,nature,0,0
HORIZONTES CONCÃ‰NTRICOS / CONCENTRIC HORIZONS,"El proyecto propone un estudio creativo del paisaje de Monserrat, en la region del Bruc, desde mi visiÃ³n de artista y viajera.",3800,60,41.387397,2.168568,art,installations,0,0
Las Maravillas en el PaÃ­s de Alicia,"AdaptaciÃ³n cinematogrÃ¡fica de la obra de Lewis Carroll ""Las Aventuras de Alicia en el PaÃ­s de las Maravillas"" y la verdadera Alicia.",460000,59.95833333,19.432608,-99.133208,film & video,fantasy,0,0
The Uncovered Project,Uncovered is a collaborative project that invites artists to imagine a work of literature in a new and creative way.,2000,31,28.538383,-81.378927,publishing,zines,0,0
Prometheus: Circuit Boards in Minutes,"Prometheus is Not a 3D printer - it quickly carves, drills, and shapes your PCB so you don't have to wait for a delivery truck.",95000,30.67207176,40.875433,-73.152662,technology,fabrication tools,0,0
"Olympias and the Oleos(c)""The Mighty Georgia Peaches""","â€œMagical Peachesâ€ come to life leaving an ancient peach tree. They illustrate the benefits of determination, cooperation and unity.",25000,60,33.473498,-82.010515,film & video,family,0,0
"Angel Cinematic -Feature Film 'The Virtues"" from Hero","Female Directing, Writing, Composing and Performing 11 prt Feature Film and OST-The Virtues,each part has a assoc.Global Peace Project",48000,21.62414352,34.052234,-118.243685,film & video,movie theaters,0,0
Western Maryland Community Cider Press Initiative,Raising funds for the purchase of a community owned cider press.,1600,25,39.658142,-78.928357,food,community gardens,0,0
WiimoteOnCoD9,Old Wii Remote/New Wii Remote on FPS/TPS/Racing PC Games Replacing Keyboard/Mouse by Changing Key Bindings/Mouse Sensitivity in Games,20000,60,48.856614,2.352222,games,gaming hardware,0,0
Riverton City Park Revitalization/Splash Pad Grant Match,"We are seeking funds to help us match a WYCF $10,000 grant.  We need to raise $9k more to match this grant within our local community.",9000,30.04166667,43.024673,-108.380605,design,civic design,0,0
WilcoxsonBrooklynCeramics,Wilcoxson Brooklyn Ceramics is a Contemporary  Porcelain Design Studio in Williamsburg Brooklyn founded in January 2015.,20000,30,40.712775,-74.005973,art,ceramics,0,0
Floral Tea Towels: Mother's Day Gift Set,A set of two coordinating flour sack tea towels featuring hand-drawn illustrations.,1000,21.40726852,32.776664,-96.796988,art,textiles,0,0
Rubber Duck,Execute. Simply.,1000,38,40.678178,-73.944158,publishing,calendars,0,0
SphereChess,SphereChess throws Chess onto a Sphere - into a staggering new super dimension...Chess players: you are going to love this...,45000,40.04166667,45.515232,-122.678385,games,puzzles,0,0
What is inside his Kilt?,A photographic documentation of a Scottish Kilt in production. With questions and comments from the clients.,5000,31.63826389,33.119207,-117.086421,fashion,couture,0,0
Nick Studio Designs Canvas Prints,"I currently sell prints at home to friends and family, but I want to share top quality prints and designs before selling publicly!",1000,10,39.290385,-76.612189,crafts,printing,0,0
A special print edition for our travel media stories.,"We are primarily in digital media, but we enjoy reading magazines in print and hope to bring a special print version to our readers.",30000,60,1.352083,103.819836,publishing,anthologies,0,0
Last Look Inside Little Bay Islands: Photojournalism Project,"This once-thriving town is on the verge of disappearing, but some people still call it home. Their stories deserve to be captured.",1500,20,49.644215,-55.791086,journalism,photo,0,0
Photographing the Wild Birds of the Eden Estuary,Eden Estuary is a Local Nature Reserve of international importance near St Andrews in Scotland. Help me to photograph its wild birds.,4000,29.95833333,51.472097,-2.586593,photography,animals,0,0
Sandra's notebook : designed by an artist 4 notebook lovers,Help us launch these gorgeous new notebooks decorated with Sandra Vick's designs.,17000,28.37851852,55.830932,-3.224533,crafts,stationery,0,0
The Musical Mishaps of Cat and Fiddle Vol. 1,"A reluctant fairy-cat and her fiddle go on a zany, macabre adventure in a Victorian world of madmen, monsters, and music in 160 pages!",7000,30.04166667,37.208957,-93.292299,comics,graphic novels,0,0
Sustain-a-lab: Exploring sustainable living north of 55Â°.,"A sustainable-environment focused lab, similar to a ""maker space""",1716600,43.24498843,56.72666,-111.379044,technology,makerspaces,0,0
The Burgundy Journal,"A small journal about Culture & Style. Carefully designed, and recklessly imagined.",5000,30,40.712775,-74.005973,publishing,literary journals,0,0
Jekyll & Hyde @ EdFringe 2016,Help Jekyll & Hyde roam the streets of the Edinburgh Fringe 2016 and bring this ghoulish classic by Robert Louis Stevenson to life!,1000,29.02755787,55.953252,-3.188267,theater,festivals,0,0
"The SpaceBunker Project - space, science, maths, STEM",By backing SpaceBunker you will be supporting a young entrepreneur in his quest to raise awareness of the beauty in the universe.,1400,30,52.205297,0.121819,technology,space exploration,0,0
Slide Protect Shutter Case,"Phone case with sliding lens cover. Eliminate dust, fingerprints, smudges and whatever else ends up on your phone's camera lens.",15000,30,42.062992,-88.12272,technology,camera equipment,0,0
Caverns Deep,"A horrifyingly intimate, full-sensory, full-body experience that blurs the line between fiction and reality coming this October.",233000,30,32.973238,-117.238216,theater,immersive,0,0
Boy Band: Book-to-Movie Adaptation,It's weird being in love with your BFF. It's even weird when the rest of the world is in love with him too.,50000,50,32.776664,-96.796988,film & video,romance,0,0
The Cherokee Maiden Film,A project to produce a short film to submit to a major film festival,800,21,35.04563,-85.30968,film & video,narrative film,0,0
Three Bean Salad,Because the problems of three little people(or #PotatoSalad) don't amount to a hill of beans in this crazy world!,10,30,34.052234,-118.243685,food,bacon,0,0
2015 Indie Film Loop Conference & Showcase,"The Southeast's Premiere Platform for Film Industry Talent to Learn, Compete, Network, Showcase, & Be Discovered By Industry Leaders",4000,32.6106713,33.748995,-84.387982,film & video,festivals,0,0
Teach About Credit,I want to teach young people about credit and how to establish credit without going in to debt as well as how to get out of debt.,360,30,41.661128,-91.530168,publishing,translations,0,0
Carl Weathersby: Live at Rosa's Lounge Vinyl Record,Help Us Make A Live Blues Record in the Chicago Tradition,6000,30,41.878114,-87.629798,music,blues,0,0
"Archway ""My Heart, A Home"" album",We are a band that needs help funding our debut album,500,30,42.658366,-83.149932,music,punk,0,0
Kid's/Teen's Art School Comic Book Compiliation!,Our art school is creating a comic newspaper of student work from the past year! We need your help to make it happen!,1200,30,39.083997,-77.152758,comics,anthologies,0,0
Little Lids for language learning!,"Little Lids: unique, handmade caps for babies or dolls, proceeds help buy materials, and supplies for language learning and tutoring!",200,30.04166667,47.624879,-122.521001,crafts,crochet,0,0
Perfectly Dressed Pets,Express your pets personality using our fashion. We have unique styles made to fit and show the personality of every pet.,20000,60,45.665822,-72.147921,fashion,pet fashion,0,0
Cubrebocas artesanales,"Cubrebocas lavables para protegerse contra el COVID 19. Hechos a mano en el municipio de Cuetzalan del Progreso, Puebla,",12000,29.03377315,19.04144,-98.206273,crafts,embroidery,0,0
"Ã‘eco PeÃ±a Live, a Full Sail University Show Production Event",Music project & opportunity to showcase the skills & work ethic of a group of young individuals starting their Show Production Career..,3500,59.95833333,28.538383,-81.378927,music,latin,0,0
The Raving Mad City of Lights,"A community based on giving, where 100% of what is given is invested directly back into the community. For those that don't have. Unity",6000,30,31.761878,-106.485022,dance,spaces,0,0
Tiger Con,"Valdosta Georgia's Anime, Cosplay, Gaming and Comic Convention.",3500,60,30.832702,-83.278485,comics,events,0,0
